2025-07-18 23:59:28,725 - === [SP500] Fold 1/5 시작 ===
2025-07-18 23:59:38,923 - Fold 1 Epoch 1: TrainLoss=0.6885, ValLoss=0.6563, Acc=0.6618, F1=0.7965
2025-07-18 23:59:57,682 - Fold 3 Epoch 22: TrainLoss=0.6783, ValLoss=0.6912, Acc=0.5556, F1=0.7143
2025-07-18 23:59:57,892 - Fold 3 Epoch 23: TrainLoss=0.6784, ValLoss=0.6914, Acc=0.5556, F1=0.7143
2025-07-18 23:59:58,121 - Fold 3 Epoch 24: TrainLoss=0.6780, ValLoss=0.6909, Acc=0.5556, F1=0.7143
2025-07-18 23:59:58,323 - Fold 3 Epoch 25: TrainLoss=0.6784, ValLoss=0.6905, Acc=0.5556, F1=0.7143
2025-07-18 23:59:58,532 - Fold 3 Epoch 26: TrainLoss=0.6789, ValLoss=0.6919, Acc=0.5556, F1=0.7143
2025-07-18 23:59:58,758 - Fold 3 Epoch 27: TrainLoss=0.6801, ValLoss=0.6891, Acc=0.5556, F1=0.7143
2025-07-18 23:59:58,965 - Fold 3 Epoch 28: TrainLoss=0.6793, ValLoss=0.6913, Acc=0.5556, F1=0.7143
2025-07-18 23:59:59,193 - Fold 3 Epoch 29: TrainLoss=0.6782, ValLoss=0.6903, Acc=0.5556, F1=0.7143
2025-07-18 23:59:59,435 - Fold 3 Epoch 30: TrainLoss=0.6787, ValLoss=0.6896, Acc=0.5556, F1=0.7143
2025-07-18 23:59:59,502 - 모델 저장 완료: output/lstm_2/sp500/sp500_fold3.pth
2025-07-18 23:59:59,504 - === [SP500] Fold 4/5 시작 ===
2025-07-18 23:59:59,730 - Fold 4 Epoch 1: TrainLoss=0.6890, ValLoss=0.6658, Acc=0.6425, F1=0.7824
2025-07-18 23:59:59,956 - Fold 4 Epoch 2: TrainLoss=0.6834, ValLoss=0.6645, Acc=0.6425, F1=0.7824
2025-07-19 00:00:00,173 - Fold 4 Epoch 3: TrainLoss=0.6835, ValLoss=0.6661, Acc=0.6425, F1=0.7824
2025-07-19 00:00:00,375 - Fold 4 Epoch 4: TrainLoss=0.6842, ValLoss=0.6634, Acc=0.6425, F1=0.7824
2025-07-19 00:00:00,574 - Fold 4 Epoch 5: TrainLoss=0.6832, ValLoss=0.6667, Acc=0.6425, F1=0.7824
2025-07-19 00:00:00,773 - Fold 4 Epoch 6: TrainLoss=0.6833, ValLoss=0.6654, Acc=0.6425, F1=0.7824
2025-07-19 00:00:00,971 - Fold 4 Epoch 7: TrainLoss=0.6838, ValLoss=0.6681, Acc=0.6425, F1=0.7824
2025-07-19 00:00:01,166 - Fold 4 Epoch 8: TrainLoss=0.6831, ValLoss=0.6646, Acc=0.6425, F1=0.7824
2025-07-19 00:00:01,361 - Fold 4 Epoch 9: TrainLoss=0.6838, ValLoss=0.6667, Acc=0.6425, F1=0.7824
2025-07-19 00:00:01,560 - Fold 4 Epoch 10: TrainLoss=0.6833, ValLoss=0.6635, Acc=0.6425, F1=0.7824
2025-07-19 00:00:01,760 - Fold 4 Epoch 11: TrainLoss=0.6833, ValLoss=0.6652, Acc=0.6425, F1=0.7824
2025-07-19 00:00:01,956 - Fold 4 Epoch 12: TrainLoss=0.6838, ValLoss=0.6637, Acc=0.6425, F1=0.7824
2025-07-19 00:00:02,158 - Fold 4 Epoch 13: TrainLoss=0.6845, ValLoss=0.6695, Acc=0.6425, F1=0.7824
2025-07-19 00:00:02,351 - Fold 4 Epoch 14: TrainLoss=0.6844, ValLoss=0.6647, Acc=0.6425, F1=0.7824
2025-07-19 00:00:02,547 - Fold 4 Epoch 15: TrainLoss=0.6835, ValLoss=0.6649, Acc=0.6425, F1=0.7824
2025-07-19 00:00:02,771 - Fold 4 Epoch 16: TrainLoss=0.6830, ValLoss=0.6662, Acc=0.6425, F1=0.7824
2025-07-19 00:00:02,986 - Fold 4 Epoch 17: TrainLoss=0.6832, ValLoss=0.6647, Acc=0.6425, F1=0.7824
2025-07-19 00:00:03,184 - Fold 4 Epoch 18: TrainLoss=0.6835, ValLoss=0.6640, Acc=0.6425, F1=0.7824
2025-07-19 00:00:03,394 - Fold 4 Epoch 19: TrainLoss=0.6835, ValLoss=0.6655, Acc=0.6425, F1=0.7824
2025-07-19 00:00:03,590 - Fold 4 Epoch 20: TrainLoss=0.6832, ValLoss=0.6686, Acc=0.6425, F1=0.7824
2025-07-19 00:00:03,783 - Fold 4 Epoch 21: TrainLoss=0.6837, ValLoss=0.6651, Acc=0.6425, F1=0.7824
2025-07-19 00:00:03,979 - Fold 4 Epoch 22: TrainLoss=0.6836, ValLoss=0.6640, Acc=0.6425, F1=0.7824
2025-07-19 00:00:04,183 - Fold 4 Epoch 23: TrainLoss=0.6831, ValLoss=0.6657, Acc=0.6425, F1=0.7824
2025-07-19 00:00:04,382 - Fold 4 Epoch 24: TrainLoss=0.6831, ValLoss=0.6666, Acc=0.6425, F1=0.7824
2025-07-19 00:00:04,581 - Fold 4 Epoch 25: TrainLoss=0.6833, ValLoss=0.6660, Acc=0.6425, F1=0.7824
2025-07-19 00:00:04,777 - Fold 4 Epoch 26: TrainLoss=0.6829, ValLoss=0.6654, Acc=0.6425, F1=0.7824
2025-07-19 00:00:04,978 - Fold 4 Epoch 27: TrainLoss=0.6828, ValLoss=0.6648, Acc=0.6425, F1=0.7824
2025-07-19 00:00:05,184 - Fold 4 Epoch 28: TrainLoss=0.6833, ValLoss=0.6639, Acc=0.6425, F1=0.7824
2025-07-19 00:00:05,387 - Fold 4 Epoch 29: TrainLoss=0.6829, ValLoss=0.6658, Acc=0.6425, F1=0.7824
2025-07-19 00:00:05,591 - Fold 4 Epoch 30: TrainLoss=0.6836, ValLoss=0.6644, Acc=0.6425, F1=0.7824
2025-07-19 00:00:05,596 - 모델 저장 완료: output/lstm_2/sp500/sp500_fold4.pth
2025-07-19 00:00:05,596 - === [SP500] Fold 5/5 시작 ===
2025-07-19 00:00:05,810 - Fold 5 Epoch 1: TrainLoss=0.6898, ValLoss=0.6749, Acc=0.5845, F1=0.7378
2025-07-19 00:00:06,011 - Fold 5 Epoch 2: TrainLoss=0.6829, ValLoss=0.6747, Acc=0.5845, F1=0.7378
2025-07-19 00:00:06,237 - Fold 5 Epoch 3: TrainLoss=0.6810, ValLoss=0.6743, Acc=0.5845, F1=0.7378
2025-07-19 00:00:06,441 - Fold 5 Epoch 4: TrainLoss=0.6805, ValLoss=0.6736, Acc=0.5845, F1=0.7378
2025-07-19 00:00:06,638 - Fold 5 Epoch 5: TrainLoss=0.6810, ValLoss=0.6738, Acc=0.5845, F1=0.7378
2025-07-19 00:00:06,834 - Fold 5 Epoch 6: TrainLoss=0.6802, ValLoss=0.6742, Acc=0.5845, F1=0.7378
2025-07-19 00:00:07,036 - Fold 5 Epoch 7: TrainLoss=0.6805, ValLoss=0.6740, Acc=0.5845, F1=0.7378
2025-07-19 00:00:07,245 - Fold 5 Epoch 8: TrainLoss=0.6805, ValLoss=0.6736, Acc=0.5845, F1=0.7378
2025-07-19 00:00:07,447 - Fold 5 Epoch 9: TrainLoss=0.6806, ValLoss=0.6744, Acc=0.5845, F1=0.7378
2025-07-19 00:00:07,641 - Fold 5 Epoch 10: TrainLoss=0.6803, ValLoss=0.6737, Acc=0.5845, F1=0.7378
2025-07-19 00:00:07,834 - Fold 5 Epoch 11: TrainLoss=0.6805, ValLoss=0.6737, Acc=0.5845, F1=0.7378
2025-07-19 00:00:08,030 - Fold 5 Epoch 12: TrainLoss=0.6819, ValLoss=0.6739, Acc=0.5845, F1=0.7378
2025-07-19 00:00:08,228 - Fold 5 Epoch 13: TrainLoss=0.6803, ValLoss=0.6753, Acc=0.5845, F1=0.7378
2025-07-19 00:00:08,422 - Fold 5 Epoch 14: TrainLoss=0.6808, ValLoss=0.6741, Acc=0.5845, F1=0.7378
2025-07-19 00:00:08,619 - Fold 5 Epoch 15: TrainLoss=0.6805, ValLoss=0.6740, Acc=0.5845, F1=0.7378
2025-07-19 00:00:08,828 - Fold 5 Epoch 16: TrainLoss=0.6801, ValLoss=0.6737, Acc=0.5845, F1=0.7378
2025-07-19 00:00:09,023 - Fold 5 Epoch 17: TrainLoss=0.6811, ValLoss=0.6736, Acc=0.5845, F1=0.7378
2025-07-19 00:00:09,223 - Fold 5 Epoch 18: TrainLoss=0.6800, ValLoss=0.6742, Acc=0.5845, F1=0.7378
2025-07-19 00:00:09,430 - Fold 5 Epoch 19: TrainLoss=0.6804, ValLoss=0.6743, Acc=0.5845, F1=0.7378
2025-07-19 00:00:09,653 - Fold 5 Epoch 20: TrainLoss=0.6806, ValLoss=0.6737, Acc=0.5845, F1=0.7378
2025-07-19 00:00:09,862 - Fold 5 Epoch 21: TrainLoss=0.6804, ValLoss=0.6738, Acc=0.5845, F1=0.7378
2025-07-19 00:00:10,066 - Fold 5 Epoch 22: TrainLoss=0.6804, ValLoss=0.6741, Acc=0.5845, F1=0.7378
2025-07-19 00:00:10,263 - Fold 5 Epoch 23: TrainLoss=0.6817, ValLoss=0.6739, Acc=0.5845, F1=0.7378
2025-07-19 00:00:10,460 - Fold 5 Epoch 24: TrainLoss=0.6806, ValLoss=0.6749, Acc=0.5845, F1=0.7378
2025-07-19 00:00:10,657 - Fold 5 Epoch 25: TrainLoss=0.6809, ValLoss=0.6738, Acc=0.5845, F1=0.7378
2025-07-19 00:00:10,869 - Fold 5 Epoch 26: TrainLoss=0.6802, ValLoss=0.6738, Acc=0.5845, F1=0.7378
2025-07-19 00:00:11,078 - Fold 5 Epoch 27: TrainLoss=0.6806, ValLoss=0.6737, Acc=0.5845, F1=0.7378
2025-07-19 00:00:11,283 - Fold 5 Epoch 28: TrainLoss=0.6802, ValLoss=0.6741, Acc=0.5845, F1=0.7378
2025-07-19 00:00:11,518 - Fold 5 Epoch 29: TrainLoss=0.6809, ValLoss=0.6741, Acc=0.5845, F1=0.7378
2025-07-19 00:00:11,740 - Fold 5 Epoch 30: TrainLoss=0.6799, ValLoss=0.6737, Acc=0.5845, F1=0.7378
2025-07-19 00:00:11,744 - 모델 저장 완료: output/lstm_2/sp500/sp500_fold5.pth
2025-07-19 00:22:46,327 - === [SP500] Fold 1/5 시작 ===
2025-07-19 00:22:54,736 - Fold 1 Epoch 1: TrainLoss=0.6882, ValLoss=0.6593, Acc=0.6618, F1=0.7965
2025-07-19 00:22:56,107 - Fold 1 Epoch 2: TrainLoss=0.6858, ValLoss=0.6617, Acc=0.6618, F1=0.7965
2025-07-19 00:22:57,508 - Fold 1 Epoch 3: TrainLoss=0.6860, ValLoss=0.6591, Acc=0.6618, F1=0.7965
2025-07-19 00:22:58,864 - Fold 1 Epoch 4: TrainLoss=0.6855, ValLoss=0.6617, Acc=0.6618, F1=0.7965
2025-07-19 00:23:00,241 - Fold 1 Epoch 5: TrainLoss=0.6852, ValLoss=0.6572, Acc=0.6618, F1=0.7965
2025-07-19 00:23:01,648 - Fold 1 Epoch 6: TrainLoss=0.6858, ValLoss=0.6623, Acc=0.6618, F1=0.7965
2025-07-19 00:23:03,012 - Fold 1 Epoch 7: TrainLoss=0.6850, ValLoss=0.6566, Acc=0.6618, F1=0.7965
2025-07-19 00:23:04,404 - Fold 1 Epoch 8: TrainLoss=0.6854, ValLoss=0.6549, Acc=0.6618, F1=0.7965
2025-07-19 00:23:05,755 - Fold 1 Epoch 9: TrainLoss=0.6849, ValLoss=0.6622, Acc=0.6618, F1=0.7965
2025-07-19 00:23:07,114 - Fold 1 Epoch 10: TrainLoss=0.6854, ValLoss=0.6600, Acc=0.6618, F1=0.7965
2025-07-19 00:23:08,528 - Fold 1 Epoch 11: TrainLoss=0.6849, ValLoss=0.6576, Acc=0.6618, F1=0.7965
2025-07-19 00:23:09,874 - Fold 1 Epoch 12: TrainLoss=0.6854, ValLoss=0.6600, Acc=0.6618, F1=0.7965
2025-07-19 00:23:11,274 - Fold 1 Epoch 13: TrainLoss=0.6853, ValLoss=0.6567, Acc=0.6618, F1=0.7965
2025-07-19 00:23:12,646 - Fold 1 Epoch 14: TrainLoss=0.6854, ValLoss=0.6564, Acc=0.6618, F1=0.7965
2025-07-19 00:23:14,005 - Fold 1 Epoch 15: TrainLoss=0.6857, ValLoss=0.6592, Acc=0.6618, F1=0.7965
2025-07-19 00:23:15,403 - Fold 1 Epoch 16: TrainLoss=0.6849, ValLoss=0.6564, Acc=0.6618, F1=0.7965
2025-07-19 00:23:16,831 - Fold 1 Epoch 17: TrainLoss=0.6852, ValLoss=0.6581, Acc=0.6618, F1=0.7965
2025-07-19 00:23:18,273 - Fold 1 Epoch 18: TrainLoss=0.6858, ValLoss=0.6570, Acc=0.6618, F1=0.7965
2025-07-19 00:23:19,683 - Fold 1 Epoch 19: TrainLoss=0.6854, ValLoss=0.6582, Acc=0.6618, F1=0.7965
2025-07-19 00:23:21,037 - Fold 1 Epoch 20: TrainLoss=0.6860, ValLoss=0.6575, Acc=0.6618, F1=0.7965
2025-07-19 00:23:22,461 - Fold 1 Epoch 21: TrainLoss=0.6856, ValLoss=0.6557, Acc=0.6618, F1=0.7965
2025-07-19 00:23:23,819 - Fold 1 Epoch 22: TrainLoss=0.6848, ValLoss=0.6568, Acc=0.6618, F1=0.7965
2025-07-19 00:23:25,243 - Fold 1 Epoch 23: TrainLoss=0.6858, ValLoss=0.6588, Acc=0.6618, F1=0.7965
2025-07-19 00:23:26,605 - Fold 1 Epoch 24: TrainLoss=0.6857, ValLoss=0.6574, Acc=0.6618, F1=0.7965
2025-07-19 00:23:27,973 - Fold 1 Epoch 25: TrainLoss=0.6853, ValLoss=0.6603, Acc=0.6618, F1=0.7965
2025-07-19 00:23:29,393 - Fold 1 Epoch 26: TrainLoss=0.6855, ValLoss=0.6550, Acc=0.6618, F1=0.7965
2025-07-19 00:23:30,758 - Fold 1 Epoch 27: TrainLoss=0.6851, ValLoss=0.6562, Acc=0.6618, F1=0.7965
2025-07-19 00:23:32,188 - Fold 1 Epoch 28: TrainLoss=0.6853, ValLoss=0.6604, Acc=0.6618, F1=0.7965
2025-07-19 00:23:33,558 - Fold 1 Epoch 29: TrainLoss=0.6850, ValLoss=0.6575, Acc=0.6618, F1=0.7965
2025-07-19 00:23:34,931 - Fold 1 Epoch 30: TrainLoss=0.6842, ValLoss=0.6585, Acc=0.6618, F1=0.7965
2025-07-19 00:25:15,230 - === [SP500] Fold 1/5 시작 ===
2025-07-19 00:25:26,051 - Fold 1 Epoch 1: TrainLoss=0.6902, ValLoss=0.6575, Acc=0.6618, F1=0.7965
2025-07-19 00:25:27,568 - Fold 1 Epoch 2: TrainLoss=0.6868, ValLoss=0.6645, Acc=0.6618, F1=0.7965
2025-07-19 00:25:28,987 - Fold 1 Epoch 3: TrainLoss=0.6856, ValLoss=0.6581, Acc=0.6618, F1=0.7965
2025-07-19 00:25:30,799 - Fold 1 Epoch 4: TrainLoss=0.6855, ValLoss=0.6585, Acc=0.6618, F1=0.7965
2025-07-19 00:25:32,262 - Fold 1 Epoch 5: TrainLoss=0.6849, ValLoss=0.6620, Acc=0.6618, F1=0.7965
2025-07-19 00:25:33,720 - Fold 1 Epoch 6: TrainLoss=0.6847, ValLoss=0.6574, Acc=0.6618, F1=0.7965
2025-07-19 00:25:35,342 - Fold 1 Epoch 7: TrainLoss=0.6865, ValLoss=0.6647, Acc=0.6618, F1=0.7965
2025-07-19 00:25:37,369 - Fold 1 Epoch 8: TrainLoss=0.6860, ValLoss=0.6598, Acc=0.6618, F1=0.7965
2025-07-19 00:25:39,060 - Fold 1 Epoch 9: TrainLoss=0.6865, ValLoss=0.6639, Acc=0.6618, F1=0.7965
2025-07-19 00:25:41,452 - Fold 1 Epoch 10: TrainLoss=0.6855, ValLoss=0.6597, Acc=0.6618, F1=0.7965
2025-07-19 00:25:43,108 - Fold 1 Epoch 11: TrainLoss=0.6861, ValLoss=0.6539, Acc=0.6618, F1=0.7965
2025-07-19 00:25:44,836 - Fold 1 Epoch 12: TrainLoss=0.6856, ValLoss=0.6569, Acc=0.6618, F1=0.7965
2025-07-19 00:25:46,434 - Fold 1 Epoch 13: TrainLoss=0.6853, ValLoss=0.6636, Acc=0.6618, F1=0.7965
2025-07-19 00:25:48,022 - Fold 1 Epoch 14: TrainLoss=0.6853, ValLoss=0.6587, Acc=0.6618, F1=0.7965
